"","text","emotion","polarity","result"
"14027","americanair flight attendants on aa were spectacularfed the entire cabin then food from coach why do you keep serving this vile food","disgust","negative","negative"
"14028","americanair cinedrones i just wish that a team member would pick up the phone at this point let alone be courteous or helpful ˇò","joy","positive","negative"
"14029","americanair seriously pls pls bring more people up to help us there are still flights to ord frm dfw and i want in","unknown","neutral","negative"
"14030","americanair carlw i have followed and dmd youplease respond to my concern too really disappointed with customer service","joy","negative","negative"
"14031","americanairto add i have to get up to go to work tomorrow ami dont like having to wait up untilor late flightrcs sucks","joy","neutral","negative"
"14032","americanair just when i thought you guys were done messing up you make it worse your airline ruins hopes and dreams","unknown","positive","negative"
"14033","americanair flightnan departs flytpa enroute to dfwairport","unknown","positive","neutral"
"14034","americanair approaching three hours sitting in the plane on the ground at dfw on americanairlines flightoscar performance","unknown","positive","negative"
"14035","americanairwe have they were useless baggage service called beforeto tell us we would have bags bynow maybe midnight","unknown","negative","negative"
"14036","americanair checking into a flight on your website is about as easy as asking a bear to shit in a toilet justsaying","unknown","negative","neutral"
"14037","americanair makes some small improvements and retains their program they win all they keep the crappy food and change advantage they lose","unknown","neutral","negative"
"14038","americanair aawhy have you cancelled flightled our flight without courtesy of notifying us or alternativesvery poor","sadness","negative","negative"
"14039","americanair how have you not loaded our luggage on the plane and were over an hour delayed flight","unknown","negative","negative"
"14040","americanair i spenton my flight could have gone on united forbut their mileage program sucks","unknown","negative","negative"
"14041","americanair plz bring more agents up to dfw aa cstmr srvc ctr gates a there are onlyagents andppl","unknown","positive","negative"
"14042","americanair the food served on aa was vile and grossthe entire cabin did not eat their meal survey the flight crew another gross out","disgust","negative","negative"
"14043","americanair the bags arent even loaded on the plane flight","unknown","negative","negative"
"14044","americanair never got an update and we had the worst communication from u our flight delay was mechanical and not a word poorservice","unknown","negative","negative"
"14045","americanair looks like i have best i can hope for i guess its on us air so i dont think ill get miles on alaska which sucks","joy","neutral","negative"
"14046","americanair my navy sisters flightcancld she cant get an agent theyve called her back to be put on hold amp then discnctany help","sadness","neutral","negative"
"14047","americanair my wife amp infant daughter are on aa abidfw en route but delayed can y‚Äôall hold aa to rdu so they can connect","unknown","positive","negative"
"14048","americanair educate bohol is a c wall volunteer staff i can help the kids or buy a plane ticketi cant do both can you help","joy","neutral","neutral"
"14049","americanair anxious to see how you all care for customers you‚Äôve inconvenienced cancelled flightledflight","fear","negative","negative"
"14050","americanair also the problem is not calling us at all other airlines send an automatic call and email and they rebook as a courtesy","unknown","negative","negative"
"14051","americanair why cant you handle your customers needs cancelled flightled flightnumber leads to a quick goodbye very sad","sadness","neutral","negative"
"14052","americanair very upset that i cannot select seats for tuesday flight online or over the phone terrible customer serviceplease help","fear","negative","negative"
"14053","americanair i need to get from albuquerque nm usa to cebu philippines im providing educational help forkids can you help me","sadness","neutral","neutral"
"14054","americanair already did amp an automated voice told us to waithours they have yet to call back","unknown","negative","negative"
"14055","americanair you changed my aadvantage travel plans amp i calledto get help but it sea ur too busy amp hangs up on me what gives","sadness","negative","negative"
"14056","americanair yes for tomorrow atam but i have to work though ˇòí im really mad about the situation","anger","neutral","negative"
"14057","americanair whenever i cheat on you it goes horribly wrong i promise i wont stray anymore im talking about you delta","fear","negative","negative"
"14058","americanair praywinn between understaffing what looks like a labor slowdown weather incompetence and disregard for the customer","joy","negative","negative"
"14059","americanair i need help with a reservation purchased on americanair but operated on usairways cant get through on the","sadness","negative","negative"
"14060","americanairflight from dfw to lit tomorrow has been cancelled flightledwhat do i do nextpls advisehelp","unknown","positive","negative"
"14061","americanair how can you not be taking calls i need to change my flight","unknown","negative","negative"
"14062","americanair my flight i have reserved for tomorrow has been cancelled flightled can i cancelled flight my reservation and get a full refund","sadness","negative","negative"
"14063","americanair thanks to fa shawn for spectacular service on fltlhrdfw and to fa susan for such a warm engaging onboard welcome","joy","positive","positive"
"14064","americanair i cant choose a seat online because i booked on pricelinesmh","unknown","positive","negative"
"14065","americanair it wasnt really about the delay it was more about being told the engine needed to be troubleshotmakes a person paranoid","unknown","negative","negative"
"14066","americanair overweight flightyou sold more tickets than you had seats we all know that lets call it what it is","unknown","neutral","negative"
"14067","americanair jaynegelman howabout moreblacklist too","unknown","positive","neutral"
"14068","americanair at jfk flight to boston delayedmin waiting for catering they are boarding flight to lax waiting for over and hour wtf","unknown","negative","negative"
"14069","americanair yes it says my reservation cannot be retrieved at this time also i never got an email from aa saying my flight was cancelled flightled","unknown","negative","negative"
"14070","americanair can you help with my cancelled flightled flightid like to book another flightive been on hold forminutes and counting","joy","positive","negative"
"14071","americanair i ended up on a flight to la my fourth time on standby thanks","unknown","negative","positive"
"14072","americanair been waiting on hold for more than an hour","unknown","positive","negative"
"14073","americanair thanks now my carry on that you guys insisted be checked at the gate is missing wont be here till late flight tomorrow morning","unknown","negative","negative"
"14074","americanair thats ok thanks for letting me know appreciate all the responses","joy","positive","positive"
"14075","americanair spoke too soonmin late flightr still waiting for bags to load some sympathy would be appreciated at the very least","joy","negative","negative"
"14076","americanair heymynameissean sean if you look at the aa schedule it sometimes gives you a clue if newairplanes are used they are gr","unknown","positive","neutral"
"14077","americanair thanks for the show ˇëç","unknown","negative","positive"
"14078","americanair well done you have taken the fun out of air travel phlairport","unknown","negative","negative"
"14079","americanair no worries even though i was talking about seat assignment","unknown","negative","positive"
"14080","americanair kconti this looks like jfkhad a great pic of the oneworld jets lined up on the opposite side air berlin lan and aa","joy","positive","neutral"
"14081","americanair been trying to call all day get hung up on every time your guys are horrible","fear","negative","negative"
"14082","americanair jameswester see james we only havededicated inbound phone lines because telephones eat into our billions in profits","unknown","positive","negative"
"14083","americanair superyan i did hear a last call for boarding of this flight when i was at jfk a few hours ago good luck wflights","joy","negative","neutral"
"14084","americanairsitting on plane for hrs at gate due to computer sys issue at what point do you cancelled flight a flight ridiculous phlairport","unknown","negative","negative"
"14085","americanair cjdjpdx not a valid response infor a multinational corp whose profits are measured in billions stop understaffing","unknown","positive","negative"
"14086","americanair yo could that be a catering truck before mine eyesunmoving","unknown","positive","neutral"
"14087","americanair kaps this is an international airline that experienced record profits last quarter but they cant staff a call center","unknown","negative","negative"
"14088","americanair great seats on this aircraft","joy","positive","positive"
"14089","is rudeness and poor customers service a job requirement at americanairbeen waiting hrs and still havent even seen one planeˇò","sadness","negative","negative"
"14090","americanair both pictures taken at the same time but which is right totallyconfused","unknown","positive","neutral"
"14091","americanair aa flight attendant freaks out and leaves aircraft as passengers react to a h delay and cattle treatment surreal","unknown","negative","negative"
"14092","americanairmiami to rio to participate at rcmoficial representing cisnerosmedia yourstoryhere","unknown","positive","neutral"
"14093","americanair a worker just checked for ice on our plane using his cell phone flashlight really come on","unknown","positive","negative"
"14094","americanair cyncyn are you now flying s to madrid from jfk or is this dfword huge","unknown","positive","neutral"
"14095","americanair the wine served in usairways flights are watered down somehow right out of the bottles","unknown","positive","negative"
"14096","americanair whos your pick for best picture i dont want to board your airline until i know","joy","positive","neutral"
"14097","americanair we havemore passengers with methere are two more reservation numbers","unknown","negative","negative"
"14098","americanair patrichruben no profit maximization is your top priority nothing else even registers for you dinosaurs","surprise","positive","negative"
"14099","americanairdeparturesure is there a catering strike at jfkfoxnews cnbc bloombergradio","joy","negative","neutral"
"14100","americanair derekcso what would be a file number that worksneeds to becharactersemail me derekaustincenturycaeasier","unknown","positive","neutral"
"14101","americanair manuelc here for you as in yeah well tweet platitudes at you so youll think our twitter bot cares or","unknown","positive","negative"
"14102","americanair flight was supposed to depart atand atwe still have not boarded","unknown","negative","negative"
"14103","americanair you have the worst customer service of any airlines ive ever encountered flat out awful","fear","negative","negative"
"14104","americanair ezemanalyst why dont you tweet canned impersonal responses as though this is the only impatient customer youve got","unknown","negative","negative"
"14105","americanair done thank you so much","unknown","positive","positive"
"14106","americanair nice aa employee making skillful excuses about late flightness due to catering snafu","unknown","positive","negative"
"14107","americanair then taxi across dfw airport formin to then statemin past departing from gate that we need deiced wow uncool amp untrue","unknown","negative","negative"
"14108","americanairhrs ampcncld flights late flightr ive landed in phl nowmins amp counting on tarmac waiting for gate pls do better than this","unknown","positive","negative"
"14109","americanair delivered moms delayed bag to the wrong placehrs on hold yesterday gt hr today still no bag aa","unknown","negative","negative"
"14110","americanair yeah try harder no catering truck in sightcan we just leave now wo the food wont eat anyway","unknown","neutral","negative"
"14111","americanair this is awful customer service","fear","negative","negative"
"14112","americanair everythings good now brothaaaaaa","joy","positive","positive"
"14113","americanair its pulling away from gate to get your departure time then leaving us on tarmac claiming power issues that magically repaired","sadness","negative","negative"
"14114","americanair pm wheels up to be exactim sending a dm","unknown","positive","neutral"
"14115","americanair sarahzou translation we dont reinvest our mammoth profits into the customer service experience cause we dont care","joy","positive","negative"
"14116","americanair omg answer your phone i have been on hold forhours cancelled flighted flights suck","unknown","negative","negative"
"14117","americanair we are through i can quit you i am the nonsense amp lies are a colossal infringement you can no longer get away with","sadness","negative","negative"
"14118","americanairlooks like we are about to get going finally","joy","neutral","negative"
"14119","americanair jimdaytv no you couldnt care less thats why their customer service is run by bots","joy","neutral","negative"
"14120","americanair pls tell me how to get a person on the phone asap","sadness","negative","negative"
"14121","americanair i have a cancelled flighted flight tomorrow morning and thenumber did nothing please i just want to go home","joy","positive","negative"
"14122","americanair you wont allow calls my husband has a ticket but it looks like all the seats are taken i cant even call","joy","positive","neutral"
"14123","americanair yes but we have to get home tomorrow please","joy","neutral","negative"
"14124","americanair unfriendly unhelpful agents unannounced gate changes delayed flight that we found out about by word of mouth","unknown","negative","negative"
"14125","americanair flightstill sitting at dfw waiting for baggage to be loaded","unknown","positive","negative"
"14126","americanair i tried several times to select seats the only ones ever available wouldve cost meextra per seat","surprise","positive","negative"
"14127","americanair we need a miracle slcairport please help flightget out of here byfingerscrossed pleasegod missmykids","joy","positive","negative"
"14128","americanairto aex is it still going","unknown","positive","neutral"
"14129","americanair i do not want to stay overnight at this airport i have been here sinceam this morning","unknown","positive","negative"
"14130","americanair finally about to take off thanks for the customer service by the g repscctl any idea what caused the system failure","unknown","negative","negative"
"14131","americanair trying to rebook a flight with you because of cancelled flightlation is a nightmarei was hung up on once can you help me rebook","unknown","negative","negative"
"14132","americanair i have tried getting help from agents the phone twitter and fb can no one at american airlines help me","unknown","positive","negative"
"14133","americanair close down","joy","negative","negative"
"14134","americanair it wascoming and next catchinghome to dca lets get another great leg too tonight","joy","neutral","positive"
"14135","americanair i appreciate your apology sincerely thank you thats really all i ever wanted to begin with","joy","positive","positive"
"14136","americanair aagood job overselling this flight delayedminutes to deplane the overflow passengers bags","unknown","negative","negative"
"14137","americanair i‚Äôve been on the line waiting forminutes again","unknown","positive","negative"
"14138","americanair you know nothing about customer service and ill make sure everyone knows it","unknown","positive","negative"
"14139","americanair i understand flight cancelled flightation but not being able to get through to change that flight forhrs is not acceptable","sadness","neutral","negative"
"14140","americanair now i have to pay for a hotel a car ride miss classes which i pay k for and miss work and you tell me to talk to someone","unknown","negative","negative"
"14141","americanair yourkept hanging up on me and made me miss a second flight","unknown","negative","negative"
"14142","americanair yeah thats not helping having my bag shipped to the correct city the first time probably would have helped","unknown","positive","negative"
"14143","americanair i didtimes and no one was helpful im missing work nd school nd the manager rem from mia told me he didnt want to talk us","unknown","positive","negative"
"14144","americanair my flight to dfwairport was cancelled flightled mess ensued please thank the awesome marcos concierge keygru for sorting it out","joy","neutral","negative"
"14145","americanair i havent been rebooked i called and left my number for a callback but havent heard anything and my flight is tomorrow","unknown","negative","negative"
"14146","americanair not enough push crews for jfkhe delay and counting","unknown","positive","negative"
"14147","americanair i cannot believe how long flightphiis taking i know its us airways but you own it i would really like to get home","joy","negative","negative"
"14148","americanair hopefully you guys are willing to cover my lovely car rental and living chargesi love being here for two extra days","joy","positive","negative"
"14149","americanair same as yesterdays cancelled flighted flight aa your customer support is just awful","fear","negative","negative"
"14150","americanair big surprise flightis delayed hopefully not forhours like our flight herethanks again for a sleepless night","joy","neutral","negative"
"14151","americanair really not even worthy of a response this is beginning of a social media alert to the world that aa and usairways are useles","fear","positive","negative"
"14152","americanair hi aa friends my siss flight aa dfwgtgtmke was cancelled flighted due to weather any way you can help here what are her options","unknown","negative","negative"
"14153","americanair is that something the crew on the current leg can request of the gate team on the next leg","unknown","positive","negative"
"14154","americanair i have not theres no option for even getting a call back","unknown","neutral","negative"
"14155","americanair tomorrows flight cancelled flighted i understand three hour wait for a call back and nowminutes on hold not cool","unknown","negative","negative"
"14156","americanair all flights cancelled flighted tomorrow and that means im stranded at the airport for the night wow","unknown","positive","negative"
"14157","americanair how hard is it to have catering ready to go","unknown","neutral","negative"
"14158","americanair why does your iphone app not have any sort of notifications option","unknown","positive","negative"
"14159","americanair this is unbelievable and unacceptable flightjfk everyone at the gate is upset as most of us have been here all day","unknown","negative","negative"
"14160","americanair i made my flight but then still had no update emails when i landed no info ever sent on that or second flight losing my biz","unknown","negative","negative"
"14161","americanair flightdfw still has all passengers sitting on the plane waiting for luggage to be loadedstill waiting","unknown","positive","negative"
"14162","americanair i still am not on a flight ive been here allll day and now were not boarding because were waiting for catering","unknown","negative","negative"
"14163","americanair my husband andyear old son stuck overnight in dc thanks tocrew members arguing over who was boarding the flight","unknown","negative","negative"
"14164","americanair if this is how you guys work then i will never fly with you guys again","unknown","positive","negative"
"14165","americanair versus jetblue in customer servicewho will winfor me americanair is a convenience to a trip to cali lt","unknown","positive","positive"
"14166","americanair agents refuse to help too busy amp need to call advantage no one willing to help and apparently being exec plat means zero","unknown","negative","negative"
"14167","americanair fight got cancelled flighted can u help me rebook a flightcall center is too busy to answer calls or even put me on hold yuck","unknown","negative","negative"
"14168","americanair you should be contacting her for a refunddm me and i will provide phone number","unknown","positive","neutral"
"14169","americanair ah if only we could get through weve tried for overhrs can we call united","sadness","negative","negative"
"14170","americanair this is ridiculous you all really have terrible customer service and a lack of urgency im convinced","fear","negative","negative"
"14171","americanair of course it wasnt your intention issue lies in lack of response she did contact you directly she sat on hold formins","unknown","negative","negative"
"14172","americanair i have been waiting at this airport sinceam and have to wait untiltomorrow and cannot get any sort of help","sadness","negative","negative"
"14173","americanair pathetic to have your gate agents lie to my face when you are at fault","sadness","negative","negative"
"14174","americanair trying to check in for flight on line not working amp agents too busy to take my call","unknown","negative","negative"
"14175","americanair yep they moved me to a as they showed me flying standby","unknown","positive","neutral"
"14176","americanair understand the weather but would be nice to hear an apology on the phone when you moved my flight to an inconvenient day","unknown","negative","negative"
"14177","americanair my baggage is lost my flight cancelled flightled and i get no accommodations not even to another airline at least one free hotel","sadness","negative","negative"
"14178","americanair im oninto dallas do i have any chance of catchingto boston do i need to run from gate d to a","unknown","negative","neutral"
"14179","americanair aa i need a hail mary how do i get from dallas to joplin jln in the nexthours willing to fly to other airports and drive","sadness","neutral","negative"
"14180","americanair ive been on hold for aboutand a half hours now thanks for cancelled flighting my flight and not notifying me","unknown","negative","negative"
"14181","americanair rude gate agent by aa ordlga just now seems to have a temper made me check in a bag that fit inside the sizer","anger","negative","negative"
"14182","americanair hi ho hi ho its off to work i go weeklycommuteonaa","unknown","positive","neutral"
"14183","americanair you put a sour taste on this customer‚Äôs vacation it was joke watching those ‚Äúwe care thanks for choosing us‚Äù videos","joy","positive","negative"
"14184","americanair are you expecting flights out of dfw to be cancelled flightled tomorrow am and afternoon","unknown","positive","neutral"
"14185","americanair help us herewe are stuck here jfk for more than hours we need to go home flight saveus","unknown","negative","negative"
"14186","americanair lets me get in line for call back in overhours ill just hope theticket left on the flight i want is still there late flightr","sadness","negative","negative"
"14187","americanair flightaa lax to las closes too early and gate agents give us hassles patheticcx","unknown","negative","negative"
"14188","americanair i am honestly in shock how this process and service compares to my other airline experiences not really sure what to say","unknown","neutral","negative"
"14189","americanair here we go again aa plane not ready are we going to find the crew run out of time again like last night shortstaffed","joy","neutral","negative"
"14190","americanair flightdfw still has all passengers sitting on the plane waiting for luggage to be loaded","unknown","positive","negative"
"14191","americanair at what email adress can i send your ceo mr doug parker a letter that he hopefully reads","unknown","positive","neutral"
"14192","americanair why does your customer service line say we are experiencing high call volume and then spontaneously hangup on the person","anger","negative","negative"
"14193","americanair well its been overhours now and still no one has picked uptry paying overtime and bring in more people","unknown","positive","negative"
"14194","americanair whats the best way to check on any delays or cancelled flightlations for my flight out of dfw on tuesday","unknown","negative","neutral"
"14195","americanair bershawnjackson big ups to newark airport staff ampamp ddean i was also treated lovely while i was in town ‚ù‚ù","unknown","positive","positive"
"14196","americanair pleaseeee find my suitcase i want deoderant and a clean shirt for work tomorrow","unknown","positive","negative"
"14197","americanair here you go","unknown","positive","neutral"
"14198","americanair hey so i think i left my wallet on you can i have it back please","joy","positive","neutral"
"14199","americanair ok thanks you have a great night aa team","joy","positive","positive"
"14200","americanaircan you please give me a travel agent support phone number i cant find it on your website thanks","joy","positive","neutral"
"14201","americanair any idea whats up with flight aa","unknown","negative","negative"
"14202","americanair your maint delay left us stuck in den flightbeen on plane forhrsstop flying broke french planes","unknown","negative","negative"
"14203","americanair sucks teco teco reclameaqui tripadvisor","unknown","positive","negative"
"14204","americanairyou cant get us to cincy but our luggage will still go there tonight stranded us in dallas fordays wo clothes yousuck","sadness","neutral","negative"
"14205","americanair it just hangs up and your agents on the ground are useless how dont i have a seat on a first class ticket booked weeks ago","unknown","neutral","negative"
"14206","americanair ive literally been holding for more thanhours now i was told hrs you all are sabotaging any chance i have of getting home","unknown","positive","negative"
"14207","americanair were still here guysyou are the worst","unknown","negative","negative"
"14208","americanairhours on the airport","unknown","positive","negative"
"14209","americanairdont understand why i have zero flt info no emailhe wait time on ph lines so much for advan mem","unknown","positive","negative"
"14210","americanair ok so why is it late flight and for that matter why was my flightcancelled flighted this morning ive been in yyz sinceam","unknown","negative","negative"
"14211","americanair plane breaks unloads the passengers told to re enter to only come back off flight cancelled flightled missed wedding badbusiness","unknown","negative","negative"
"14212","americanairvery upset with my hometown airline stuck in den flt cancelled flightled others here with me got new flt info","unknown","neutral","negative"
"14213","americanair absolutely worse cust svc ever experienced inyrs of flyingsupvrs at iah extremely rude poorservice travel","unknown","negative","negative"
"14214","americanair kid upset my staff upset one accused of stealing fruit mistreatment due to airline policy of an austic child","joy","negative","negative"
"14215","americanair i have been trying to get through to someone about my cancelled flightled flight tomorrow for overhours","sadness","negative","negative"
"14216","americanair trip cuthrs short due to flight changemassive layovers no peanuts or crackers asked for ho and received about oz","unknown","negative","negative"
"14217","americanair flights cancelled flightled website says to call phone numberphone says to check onlinehow am i supposed to get some help","sadness","negative","negative"
"14218","americanair yes we spent the whole day talking to agents and someone finally offered to let him stay in a hotel","unknown","positive","negative"
"14219","americanair flight from jfk to ege was cxld after on runway for an hour flight moved to am but they wont give luggage back nice","unknown","neutral","negative"
"14220","americanair delayed for two hours at ordgtcdg the one time i need to be there to catch a train ˇòí","joy","neutral","negative"
"14221","americanair not to mention its a three hour wait to get an agent on the phone","sadness","negative","negative"
"14222","americanair cancelled flighted our flight and now are still delayednot cool","unknown","negative","negative"
"14223","americanair we did for the lasthoursyour customer service is horrendousi should have flown delta","unknown","positive","negative"
"14224","americanair there is a full flight of customers sitting on the plane waiting for baggage to be loaded on aain dfwwhyhour delay","unknown","negative","negative"
"14225","americanair why a different airport i have no way of getting to a different airport","unknown","negative","negative"
"14226","americanair aa agent said i repeated myself when i was explaining i told him i understand english his replyour conversation is over","unknown","positive","negative"
"14227","americanair long wait i literally went shopping atdifferent centers had lunch and prepared dinner surprise its winter staff better","surprise","neutral","negative"
"14228","americanair aawas also over an hour late flight to depart ohare and now we have no luggage not happy standing in a long line at baggage svc","joy","negative","negative"
"14229","americanair is flightdfw to gsp going to be cancelled flightled tomorrow","unknown","positive","negative"
"14230","americanair stuck on the plane in charlottegoing to miss my connectionno words from staff maybe some damn pretzels","unknown","negative","negative"
"14231","americanair do you happen to know if that plane will be repainted or fly off into the sunset","unknown","positive","neutral"
"14232","americanairaa cancelled flighted onrebooked on us aironhas to be a nonstop onfor us","unknown","positive","negative"
"14233","americanair todays wait was a violation of dot passengerbillofrights","unknown","negative","negative"
"14234","americanair arrived in lax from ord flight aa no luggage","unknown","negative","negative"
"14235","americanair ive got a ba flight as your airport couldnt accommodate us we were left without any info no vouchers for foodnothing","unknown","negative","negative"
"14236","americanair flighti needb on the first flight out frm miatpa im extremely irritated ive been at this airport forhrs","anger","negative","negative"
"14237","americanair many trips coming upi will see you soon ˇòÉ","unknown","positive","positive"
"14238","americanair message and pics sent","unknown","positive","neutral"
"14239","americanair flightin dfw now delayedhours waiting sitting in plane for baggage to be loadedwhy","unknown","positive","negative"
"14240","americanair ‚Ä been trying to book a whole new flight sincehours what is wrong with your website","unknown","negative","negative"
"14241","americanair considering it was purchased on the st and i attempted to use it again on the st i believe it would fit these parameters","anger","positive","neutral"
"14242","americanair pretty impressed with the in flight entertainment full touch usable smooth good selection","joy","neutral","positive"
"14243","americanair now your site is not working wtf","unknown","positive","negative"
"14244","americanair delta jetblue can you help spiritairlines is in the wrong stuck in florida days they need to learn from real airlines","unknown","negative","negative"
"14245","americanair it wasntdisrupted it was cancelled flightled airport agents were horrendous sharon was your saviour","fear","negative","negative"
"14246","americanair im great thanks keep up the good work","joy","positive","positive"
"14247","americanair my flight has been delayed amp i cant talk reach anyone in customer service because of high call volume","anger","negative","negative"
"14248","americanair why does your rtw planner spec circle pacific not let me even plan the demo routes from your website","unknown","positive","negative"
"14249","americanair dfwairport listening to all the flights taking off over my house and kicking myself for flight booking problems an am flight tomorrow iceday","unknown","negative","negative"
"14250","americanair delta jetblue i am going to be stuck in florida fordays because spiritairlines wouldnt hold my connecting flight to lga","unknown","negative","negative"
"14251","americanair yes i will do just that as soon as i have a moment to gather my thoughts","unknown","positive","neutral"
"14252","americanair i even went to ticket counter and got no help","unknown","neutral","negative"
"14253","americanair just learned my flight is cancelled flightledcant get through by phone and dont see any option for assistance online any suggestions","sadness","neutral","negative"
"14254","americanair got an email about an itinerary change but cant seem to get to anyone on phone new flight time doesnt work for me help","sadness","negative","negative"
"14255","americanair please help my flight appears cancelled flightfrom ft lauderdale to dallas to lax is there anything leaving from mia or fll thxu","joy","negative","neutral"
"14256","americanair s computer systems are down cant leave without a flight plan any eta american air","unknown","negative","negative"
"14257","americanair reflight booking problems for the following day is unacceptable dming you that and our phone number","unknown","negative","negative"
"14258","americanair i want the flight i have on hold i dont want a new flight","unknown","neutral","negative"
"14259","americanair sitting at the gate on flightfor an hour due to sabre being down what backup plan is in place if sabre cannot be fixed","unknown","positive","negative"
"14260","americanair dfwairport got rebooked through the aa online app","unknown","positive","neutral"
"14261","americanair please pray for us that our gear is not lost or stolen due to your incompetent employees cnn abcnews msnbc photography","joy","negative","negative"
"14262","americanair shoutout to the agent on duty nowgate b abqoutstanding customer service w delayed flt","unknown","positive","positive"
"14263","americanair is this how you want to treat your platinum and two gold flyers","unknown","positive","negative"
"14264","americanair your gate attendants in abq are awful as was your service you should be ashamed terrible experience here from start to finish","fear","negative","negative"
"14265","americanair still sitting in airport asflt delayed until but still not boarding what is happeningno info","unknown","positive","negative"
"14266","americanair sacraig no gate agent and onlypa updates forhours hinted at abandonment horrible experience for all passengers","fear","negative","negative"
"14267","americanair been a very long day in phillypm flt to ord cancelled flighted with no notice no message no emailnot nice for we platinums","unknown","neutral","negative"
"14268","americanair my travel for tomorrow was cancelled flightled and then stupidly rebooked for tomorrow i cant get through to reservations","sadness","negative","negative"
"14269","americanair what name and department does it come under thanks","unknown","positive","neutral"
"14270","americanaircancelled flightled cant get out for two days no explanation","sadness","negative","negative"
"14271","americanair sacraig no not helped one bit actually ended up driving home due to extreme disorganization and lack of communication","unknown","negative","negative"
"14272","americanair united needs our ticket number since you rebooked us and you gave the incorrect ticket number now we cant check in help","unknown","neutral","negative"
"14273","nothelpful mt americanair our call volume is extremely high today our apologies please continue contacting reservations for assistance","anger","negative","negative"
"14274","americanair ive been trying to call to cxl a reservation for tomorrow due to needing surgery this weekcannot get through","sadness","negative","negative"
"14275","americanair i cant keep dialing you guys all day can i get into the callback queue","sadness","negative","negative"
"14276","americanair cancelled flight previous request will accept ticket number for document number","unknown","neutral","neutral"
"14277","americanair ive called that and they said they cant help me and its out of their hands i really feel like an under appreciated customer","joy","positive","negative"
"14278","americanairinches","unknown","positive","neutral"
"14279","americanair thank you good suggestion i checked and we were not rebooked well keep checking and looking for other flights","joy","positive","positive"
"14280","americanair they could be seen if your horrible customer service group would actually update the information never fly american again","fear","negative","negative"
"14281","americanair am on web site requesting refund for cancelled flightled flight it requires numerical document number where get it","sadness","negative","neutral"
"14282","americanair hmm looks like you looked at my tweet from last month not this one was able to get uk agent to help me thanks","joy","neutral","positive"
"14283","americanair stuck on a plane at jfk food was not on the plane now we need to wait crew to push back the plane good job aa","joy","negative","negative"
"14284","americanair no one met flightto lax to tell passengers where to go or what flights they were rebooked on badmgmt americanairlines","unknown","negative","negative"
"14285","americanair while im aggravatedshouldnt baggage fees disappear now that gas prices have dropped","unknown","negative","negative"
"14286","‚Äúamericanair dawndavis youre very welcome dawn we love taking you flying lets do it again‚Äù again inweek","joy","positive","positive"
"14287","americanair never fails to disappoint waiting at jfk an hour after scheduled take off and still no word on departure","unknown","negative","negative"
"14288","americanair one of my luggage didnt made it onto my flight hope it really gets here tomorrow as i was told ˇòìˇò","unknown","neutral","negative"
"14289","americanair lost my wifes luggage and nobody gives you and answer all they say is go here or call there","unknown","negative","negative"
"14290","americanair check your dm pls","unknown","positive","neutral"
"14291","americanair why dont you have driver service to get employees to work in bad weather like hospitals etc badmgmt americanairlines","sadness","negative","negative"
"14292","americanair the fact that that rule makes it poor customer service i can cancelled flightchange on southwestair with no penalty or hoops","sadness","negative","negative"
"14293","americanair thank you you will see me","unknown","positive","positive"
"14294","americanair a phone call or email when you cancelled flight a flight would be lovely","unknown","negative","negative"
"14295","americanair a guy try right","unknown","neutral","neutral"
"14296","americanair youve now put me on a ba flightcan i get access forfor the lounge been at ord forhrs now and still haveto go","sadness","negative","negative"
"14297","americanair flightfrom iad to lax sat for more than hrs because ground crew couldnt drive in snow badmgmt americanairlines","unknown","negative","negative"
"14298","americanair haha i had a boarding pass for b was boarding the plane and the gate agent told me to go to g im here now no worries","unknown","negative","positive"
"14299","americanair you cxl both my flights tofrom dfw to cll wo notice then treat me like trash on the phone and offer no compensation wth","joy","positive","negative"
"14300","as am i americanairbut thankfully there was a united lounge next door really not impressed by oneworld partnerships","unknown","positive","negative"
"14301","americanair delayedwow","unknown","positive","negative"
"14302","americanair my flt aa forgot cncled and i cant get hold of a csr so i can get alternate arrangement plz help","sadness","negative","negative"
"14303","americanair our flight was cancelled flightled and rebooked to united you didnt give them accurate ticket number now we cant check in annoyed","anger","negative","negative"
"14304","americanair you guys are totally losing me ive been an aa fan for years but telling me reps are busy and hanging up on me is really bad","sadness","negative","negative"
"14305","americanair nynjairports aamins for priority bags to arrive now late flight for evening plans deltamin bag guarantee anyone","unknown","negative","negative"
"14306","americanair sitting in ahour long at least phone queue hoping i get things rebooked in time or at least some plastic wings tears","sadness","negative","negative"
"14307","americanair its always better to find out equipment is inop on the ground than in the air safetyfirst","unknown","negative","negative"
"14308","americanair is rude a hiring requirement at key west airport shaking my head","unknown","negative","negative"
"14309","americanair can i dm you info","unknown","positive","neutral"
"14310","americanairout ofdelayed flights you suck and getting worse","unknown","negative","negative"
"14311","americanair tired of sitting on a delayedagain and again computer down","disgust","negative","negative"
"14312","americanair dotnetnate two hour wait for exps as i sit on a jfk phx flight because us computers are down any shot at an lax flight","unknown","negative","negative"
"14313","americanair awesome thx","unknown","positive","positive"
"14314","americanair seguinej aathis is a joke right that line isnt even accepting calls right nowthey just hang up","fear","positive","negative"
"14315","americanair yes and rebooked incorrectly","unknown","neutral","negative"
